index,Scope,Level 1,Activity,Type,Last level,UOM,GHG/Unit,GHG Conversion Factor,Size
317216,Scope 3,Freighting goods,HGV (all diesel),Articulated (>33t),0% Laden,km,kg CO2e of N2O per unit,0.01438,
317217,Scope 3,Freighting goods,HGV (all diesel),Articulated (>33t),0% Laden,miles,kg CO2e of N2O per unit,0.02314,
317218,Scope 3,Freighting goods,HGV (all diesel),All artics,0% Laden,tonne.km,kg CO2e of N2O per unit,,
317219,Scope 3,Freighting goods,HGV (all diesel),All artics,0% Laden,km,kg CO2e of N2O per unit,0.01428,
317220,Scope 3,Freighting goods,HGV (all diesel),All artics,0% Laden,miles,kg CO2e of N2O per unit,0.02299,
317221,Scope 3,Freighting goods,HGV (all diesel),All HGVs,0% Laden,tonne.km,kg CO2e of N2O per unit,,
317222,Scope 3,Freighting goods,HGV (all diesel),All HGVs,0% Laden,km,kg CO2e of N2O per unit,0.01195,
317223,Scope 3,Freighting goods,HGV (all diesel),All HGVs,0% Laden,miles,kg CO2e of N2O per unit,0.01923,
31720,Scope 3,Freighting goods,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),50% Laden,tonne.km,kg CO2e,0.45916,
31721,Scope 3,Freighting goods,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),50% Laden,km,kg CO2e,0.50103,
31722,Scope 3,Freighting goods,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),50% Laden,miles,kg CO2e,0.80632,
31723,Scope 3,Freighting goods,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),50% Laden,tonne.km,kg CO2e,0.26427,
31724,Scope 3,Freighting goods,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),50% Laden,km,kg CO2e,0.62832,
31725,Scope 3,Freighting goods,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),50% Laden,miles,kg CO2e,1.01119,
31726,Scope 3,Freighting goods,HGV (all diesel),Rigid (>17 tonnes),50% Laden,tonne.km,kg CO2e,0.21116,
31727,Scope 3,Freighting goods,HGV (all diesel),Rigid (>17 tonnes),50% Laden,km,kg CO2e,0.94152,
31728,Scope 3,Freighting goods,HGV (all diesel),Rigid (>17 tonnes),50% Laden,miles,kg CO2e,1.51523,
31729,Scope 3,Freighting goods,HGV (all diesel),All rigids,50% Laden,tonne.km,kg CO2e,0.2258,
317210,Scope 3,Freighting goods,HGV (all diesel),All rigids,50% Laden,km,kg CO2e,0.80803,
317211,Scope 3,Freighting goods,HGV (all diesel),All rigids,50% Laden,miles,kg CO2e,1.3004,
317212,Scope 3,Freighting goods,HGV (all diesel),Articulated (>3.5 - 33t),50% Laden,tonne.km,kg CO2e,0.12823,
317213,Scope 3,Freighting goods,HGV (all diesel),Articulated (>3.5 - 33t),50% Laden,km,kg CO2e,0.78163,
317214,Scope 3,Freighting goods,HGV (all diesel),Articulated (>3.5 - 33t),50% Laden,miles,kg CO2e,1.25789,
317215,Scope 3,Freighting goods,HGV (all diesel),Articulated (>33t),50% Laden,tonne.km,kg CO2e,0.09612,
317216,Scope 3,Freighting goods,HGV (all diesel),Articulated (>33t),50% Laden,km,kg CO2e,0.85827,
317217,Scope 3,Freighting goods,HGV (all diesel),Articulated (>33t),50% Laden,miles,kg CO2e,1.38125,
317218,Scope 3,Freighting goods,HGV (all diesel),All artics,50% Laden,tonne.km,kg CO2e,0.09675,
317219,Scope 3,Freighting goods,HGV (all diesel),All artics,50% Laden,km,kg CO2e,0.85536,
317220,Scope 3,Freighting goods,HGV (all diesel),All artics,50% Laden,miles,kg CO2e,1.37656,
317221,Scope 3,Freighting goods,HGV (all diesel),All HGVs,50% Laden,tonne.km,kg CO2e,0.12226,
317222,Scope 3,Freighting goods,HGV (all diesel),All HGVs,50% Laden,km,kg CO2e,0.83589,
317223,Scope 3,Freighting goods,HGV (all diesel),All HGVs,50% Laden,miles,kg CO2e,1.34523,
31720,Scope 3,Freighting goods,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),50% Laden,tonne.km,kg CO2e of CO2 per unit,0.45411,
31721,Scope 3,Freighting goods,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),50% Laden,km,kg CO2e of CO2 per unit,0.4956,
31722,Scope 3,Freighting goods,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),50% Laden,miles,kg CO2e of CO2 per unit,0.79759,
31723,Scope 3,Freighting goods,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),50% Laden,tonne.km,kg CO2e of CO2 per unit,0.26166,
31724,Scope 3,Freighting goods,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),50% Laden,km,kg CO2e of CO2 per unit,0.6217,
31725,Scope 3,Freighting goods,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),50% Laden,miles,kg CO2e of CO2 per unit,1.00053,
31726,Scope 3,Freighting goods,HGV (all diesel),Rigid (>17 tonnes),50% Laden,tonne.km,kg CO2e of CO2 per unit,0.20879,
31727,Scope 3,Freighting goods,HGV (all diesel),Rigid (>17 tonnes),50% Laden,km,kg CO2e of CO2 per unit,0.9307,
31728,Scope 3,Freighting goods,HGV (all diesel),Rigid (>17 tonnes),50% Laden,miles,kg CO2e of CO2 per unit,1.49782,
31729,Scope 3,Freighting goods,HGV (all diesel),All rigids,50% Laden,tonne.km,kg CO2e of CO2 per unit,0.22325,
317210,Scope 3,Freighting goods,HGV (all diesel),All rigids,50% Laden,km,kg CO2e of CO2 per unit,0.79896,
317211,Scope 3,Freighting goods,HGV (all diesel),All rigids,50% Laden,miles,kg CO2e of CO2 per unit,1.28581,
317212,Scope 3,Freighting goods,HGV (all diesel),Articulated (>3.5 - 33t),50% Laden,tonne.km,kg CO2e of CO2 per unit,0.1263,
317213,Scope 3,Freighting goods,HGV (all diesel),Articulated (>3.5 - 33t),50% Laden,km,kg CO2e of CO2 per unit,0.76942,
317214,Scope 3,Freighting goods,HGV (all diesel),Articulated (>3.5 - 33t),50% Laden,miles,kg CO2e of CO2 per unit,1.23826,
317215,Scope 3,Freighting goods,HGV (all diesel),Articulated (>33t),50% Laden,tonne.km,kg CO2e of CO2 per unit,0.09453,
317216,Scope 3,Freighting goods,HGV (all diesel),Articulated (>33t),50% Laden,km,kg CO2e of CO2 per unit,0.84375,
317217,Scope 3,Freighting goods,HGV (all diesel),Articulated (>33t),50% Laden,miles,kg CO2e of CO2 per unit,1.35789,
317218,Scope 3,Freighting goods,HGV (all diesel),All artics,50% Laden,tonne.km,kg CO2e of CO2 per unit,0.09515,
317219,Scope 3,Freighting goods,HGV (all diesel),All artics,50% Laden,km,kg CO2e of CO2 per unit,0.84093,
317220,Scope 3,Freighting goods,HGV (all diesel),All artics,50% Laden,miles,kg CO2e of CO2 per unit,1.35335,
317221,Scope 3,Freighting goods,HGV (all diesel),All HGVs,50% Laden,tonne.km,kg CO2e of CO2 per unit,0.12046,
317222,Scope 3,Freighting goods,HGV (all diesel),All HGVs,50% Laden,km,kg CO2e of CO2 per unit,0.82378,
317223,Scope 3,Freighting goods,HGV (all diesel),All HGVs,50% Laden,miles,kg CO2e of CO2 per unit,1.32575,
31720,Scope 3,Freighting goods,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),50% Laden,tonne.km,kg CO2e of CH4 per unit,0.0001,
31721,Scope 3,Freighting goods,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),50% Laden,km,kg CO2e of CH4 per unit,0.00011,
31722,Scope 3,Freighting goods,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),50% Laden,miles,kg CO2e of CH4 per unit,0.00018,
31723,Scope 3,Freighting goods,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),50% Laden,tonne.km,kg CO2e of CH4 per unit,6e-05,
31724,Scope 3,Freighting goods,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),50% Laden,km,kg CO2e of CH4 per unit,0.00013,
31725,Scope 3,Freighting goods,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),50% Laden,miles,kg CO2e of CH4 per unit,0.00022,
31726,Scope 3,Freighting goods,HGV (all diesel),Rigid (>17 tonnes),50% Laden,tonne.km,kg CO2e of CH4 per unit,4e-05,
31727,Scope 3,Freighting goods,HGV (all diesel),Rigid (>17 tonnes),50% Laden,km,kg CO2e of CH4 per unit,0.00022,
31728,Scope 3,Freighting goods,HGV (all diesel),Rigid (>17 tonnes),50% Laden,miles,kg CO2e of CH4 per unit,0.00037,
31729,Scope 3,Freighting goods,HGV (all diesel),All rigids,50% Laden,tonne.km,kg CO2e of CH4 per unit,6e-05,
317210,Scope 3,Freighting goods,HGV (all diesel),All rigids,50% Laden,km,kg CO2e of CH4 per unit,0.00019,
317211,Scope 3,Freighting goods,HGV (all diesel),All rigids,50% Laden,miles,kg CO2e of CH4 per unit,0.0003,
317212,Scope 3,Freighting goods,HGV (all diesel),Articulated (>3.5 - 33t),50% Laden,tonne.km,kg CO2e of CH4 per unit,2e-05,
317213,Scope 3,Freighting goods,HGV (all diesel),Articulated (>3.5 - 33t),50% Laden,km,kg CO2e of CH4 per unit,0.00012,
317214,Scope 3,Freighting goods,HGV (all diesel),Articulated (>3.5 - 33t),50% Laden,miles,kg CO2e of CH4 per unit,0.00019,
317215,Scope 3,Freighting goods,HGV (all diesel),Articulated (>33t),50% Laden,tonne.km,kg CO2e of CH4 per unit,1e-05,
317216,Scope 3,Freighting goods,HGV (all diesel),Articulated (>33t),50% Laden,km,kg CO2e of CH4 per unit,0.00015,
317217,Scope 3,Freighting goods,HGV (all diesel),Articulated (>33t),50% Laden,miles,kg CO2e of CH4 per unit,0.00022,
317218,Scope 3,Freighting goods,HGV (all diesel),All artics,50% Laden,tonne.km,kg CO2e of CH4 per unit,1e-05,
317219,Scope 3,Freighting goods,HGV (all diesel),All artics,50% Laden,km,kg CO2e of CH4 per unit,0.00015,
317220,Scope 3,Freighting goods,HGV (all diesel),All artics,50% Laden,miles,kg CO2e of CH4 per unit,0.00022,
317221,Scope 3,Freighting goods,HGV (all diesel),All HGVs,50% Laden,tonne.km,kg CO2e of CH4 per unit,2e-05,
317222,Scope 3,Freighting goods,HGV (all diesel),All HGVs,50% Laden,km,kg CO2e of CH4 per unit,0.00016,
317223,Scope 3,Freighting goods,HGV (all diesel),All HGVs,50% Laden,miles,kg CO2e of CH4 per unit,0.00026,
31720,Scope 3,Freighting goods,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),50% Laden,tonne.km,kg CO2e of N2O per unit,0.00495,
31721,Scope 3,Freighting goods,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),50% Laden,km,kg CO2e of N2O per unit,0.00532,
31722,Scope 3,Freighting goods,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),50% Laden,miles,kg CO2e of N2O per unit,0.00855,
31723,Scope 3,Freighting goods,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),50% Laden,tonne.km,kg CO2e of N2O per unit,0.00255,
31724,Scope 3,Freighting goods,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),50% Laden,km,kg CO2e of N2O per unit,0.00648,
31725,Scope 3,Freighting goods,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),50% Laden,miles,kg CO2e of N2O per unit,0.01043,
31726,Scope 3,Freighting goods,HGV (all diesel),Rigid (>17 tonnes),50% Laden,tonne.km,kg CO2e of N2O per unit,0.00232,
31727,Scope 3,Freighting goods,HGV (all diesel),Rigid (>17 tonnes),50% Laden,km,kg CO2e of N2O per unit,0.01059,
31728,Scope 3,Freighting goods,HGV (all diesel),Rigid (>17 tonnes),50% Laden,miles,kg CO2e of N2O per unit,0.01704,
31729,Scope 3,Freighting goods,HGV (all diesel),All rigids,50% Laden,tonne.km,kg CO2e of N2O per unit,0.00249,
317210,Scope 3,Freighting goods,HGV (all diesel),All rigids,50% Laden,km,kg CO2e of N2O per unit,0.00888,
317211,Scope 3,Freighting goods,HGV (all diesel),All rigids,50% Laden,miles,kg CO2e of N2O per unit,0.01429,
317212,Scope 3,Freighting goods,HGV (all diesel),Articulated (>3.5 - 33t),50% Laden,tonne.km,kg CO2e of N2O per unit,0.0019,
317213,Scope 3,Freighting goods,HGV (all diesel),Articulated (>3.5 - 33t),50% Laden,km,kg CO2e of N2O per unit,0.01209,
317214,Scope 3,Freighting goods,HGV (all diesel),Articulated (>3.5 - 33t),50% Laden,miles,kg CO2e of N2O per unit,0.01944,
317215,Scope 3,Freighting goods,HGV (all diesel),Articulated (>33t),50% Laden,tonne.km,kg CO2e of N2O per unit,0.00158,
317216,Scope 3,Freighting goods,HGV (all diesel),Articulated (>33t),50% Laden,km,kg CO2e of N2O per unit,0.01438,
317217,Scope 3,Freighting goods,HGV (all diesel),Articulated (>33t),50% Laden,miles,kg CO2e of N2O per unit,0.02314,
317218,Scope 3,Freighting goods,HGV (all diesel),All artics,50% Laden,tonne.km,kg CO2e of N2O per unit,0.00159,
317219,Scope 3,Freighting goods,HGV (all diesel),All artics,50% Laden,km,kg CO2e of N2O per unit,0.01428,
317220,Scope 3,Freighting goods,HGV (all diesel),All artics,50% Laden,miles,kg CO2e of N2O per unit,0.02299,
317221,Scope 3,Freighting goods,HGV (all diesel),All HGVs,50% Laden,tonne.km,kg CO2e of N2O per unit,0.00178,
317222,Scope 3,Freighting goods,HGV (all diesel),All HGVs,50% Laden,km,kg CO2e of N2O per unit,0.01195,
317223,Scope 3,Freighting goods,HGV (all diesel),All HGVs,50% Laden,miles,kg CO2e of N2O per unit,0.01923,
31720,Scope 3,Freighting goods,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),100% Laden,tonne.km,kg CO2e,0.24776,
31721,Scope 3,Freighting goods,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),100% Laden,km,kg CO2e,0.54068,
31722,Scope 3,Freighting goods,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),100% Laden,miles,kg CO2e,0.87012,
31723,Scope 3,Freighting goods,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),100% Laden,tonne.km,kg CO2e,0.14849,
31724,Scope 3,Freighting goods,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),100% Laden,km,kg CO2e,0.70603,
31725,Scope 3,Freighting goods,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),100% Laden,miles,kg CO2e,1.13625,
31726,Scope 3,Freighting goods,HGV (all diesel),Rigid (>17 tonnes),100% Laden,tonne.km,kg CO2e,0.12436,
31727,Scope 3,Freighting goods,HGV (all diesel),Rigid (>17 tonnes),100% Laden,km,kg CO2e,1.10905,
31728,Scope 3,Freighting goods,HGV (all diesel),Rigid (>17 tonnes),100% Laden,miles,kg CO2e,1.78484,
31729,Scope 3,Freighting goods,HGV (all diesel),All rigids,100% Laden,tonne.km,kg CO2e,0.13155,
317210,Scope 3,Freighting goods,HGV (all diesel),All rigids,100% Laden,km,kg CO2e,0.93695,
317211,Scope 3,Freighting goods,HGV (all diesel),All rigids,100% Laden,miles,kg CO2e,1.50787,
317212,Scope 3,Freighting goods,HGV (all diesel),Articulated (>3.5 - 33t),100% Laden,tonne.km,kg CO2e,0.07674,
317213,Scope 3,Freighting goods,HGV (all diesel),Articulated (>3.5 - 33t),100% Laden,km,kg CO2e,0.93552,
317214,Scope 3,Freighting goods,HGV (all diesel),Articulated (>3.5 - 33t),100% Laden,miles,kg CO2e,1.50555,
317215,Scope 3,Freighting goods,HGV (all diesel),Articulated (>33t),100% Laden,tonne.km,kg CO2e,0.05988,
317216,Scope 3,Freighting goods,HGV (all diesel),Articulated (>33t),100% Laden,km,kg CO2e,1.06921,
317217,Scope 3,Freighting goods,HGV (all diesel),Articulated (>33t),100% Laden,miles,kg CO2e,1.72072,
317218,Scope 3,Freighting goods,HGV (all diesel),All artics,100% Laden,tonne.km,kg CO2e,0.06021,
317219,Scope 3,Freighting goods,HGV (all diesel),All artics,100% Laden,km,kg CO2e,1.06414,
317220,Scope 3,Freighting goods,HGV (all diesel),All artics,100% Laden,miles,kg CO2e,1.71255,
317221,Scope 3,Freighting goods,HGV (all diesel),All HGVs,100% Laden,tonne.km,kg CO2e,0.07431,
317222,Scope 3,Freighting goods,HGV (all diesel),All HGVs,100% Laden,km,kg CO2e,1.01203,
317223,Scope 3,Freighting goods,HGV (all diesel),All HGVs,100% Laden,miles,kg CO2e,1.6287,
31720,Scope 3,Freighting goods,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),100% Laden,tonne.km,kg CO2e of CO2 per unit,0.24522,
31721,Scope 3,Freighting goods,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),100% Laden,km,kg CO2e of CO2 per unit,0.53525,
31722,Scope 3,Freighting goods,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),100% Laden,miles,kg CO2e of CO2 per unit,0.86139,
31723,Scope 3,Freighting goods,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),100% Laden,tonne.km,kg CO2e of CO2 per unit,0.14719,
31724,Scope 3,Freighting goods,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),100% Laden,km,kg CO2e of CO2 per unit,0.69941,
31725,Scope 3,Freighting goods,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),100% Laden,miles,kg CO2e of CO2 per unit,1.12559,
31726,Scope 3,Freighting goods,HGV (all diesel),Rigid (>17 tonnes),100% Laden,tonne.km,kg CO2e of CO2 per unit,0.12318,
31727,Scope 3,Freighting goods,HGV (all diesel),Rigid (>17 tonnes),100% Laden,km,kg CO2e of CO2 per unit,1.09823,
31728,Scope 3,Freighting goods,HGV (all diesel),Rigid (>17 tonnes),100% Laden,miles,kg CO2e of CO2 per unit,1.76743,
31729,Scope 3,Freighting goods,HGV (all diesel),All rigids,100% Laden,tonne.km,kg CO2e of CO2 per unit,0.13028,
317210,Scope 3,Freighting goods,HGV (all diesel),All rigids,100% Laden,km,kg CO2e of CO2 per unit,0.92788,
317211,Scope 3,Freighting goods,HGV (all diesel),All rigids,100% Laden,miles,kg CO2e of CO2 per unit,1.49328,
317212,Scope 3,Freighting goods,HGV (all diesel),Articulated (>3.5 - 33t),100% Laden,tonne.km,kg CO2e of CO2 per unit,0.07578,
317213,Scope 3,Freighting goods,HGV (all diesel),Articulated (>3.5 - 33t),100% Laden,km,kg CO2e of CO2 per unit,0.92331,
317214,Scope 3,Freighting goods,HGV (all diesel),Articulated (>3.5 - 33t),100% Laden,miles,kg CO2e of CO2 per unit,1.48592,
317215,Scope 3,Freighting goods,HGV (all diesel),Articulated (>33t),100% Laden,tonne.km,kg CO2e of CO2 per unit,0.05908,
317216,Scope 3,Freighting goods,HGV (all diesel),Articulated (>33t),100% Laden,km,kg CO2e of CO2 per unit,1.05469,
317217,Scope 3,Freighting goods,HGV (all diesel),Articulated (>33t),100% Laden,miles,kg CO2e of CO2 per unit,1.69736,
317218,Scope 3,Freighting goods,HGV (all diesel),All artics,100% Laden,tonne.km,kg CO2e of CO2 per unit,0.05941,
317219,Scope 3,Freighting goods,HGV (all diesel),All artics,100% Laden,km,kg CO2e of CO2 per unit,1.04971,
317220,Scope 3,Freighting goods,HGV (all diesel),All artics,100% Laden,miles,kg CO2e of CO2 per unit,1.68934,
317221,Scope 3,Freighting goods,HGV (all diesel),All HGVs,100% Laden,tonne.km,kg CO2e of CO2 per unit,0.07341,
317222,Scope 3,Freighting goods,HGV (all diesel),All HGVs,100% Laden,km,kg CO2e of CO2 per unit,0.99992,
317223,Scope 3,Freighting goods,HGV (all diesel),All HGVs,100% Laden,miles,kg CO2e of CO2 per unit,1.60922,
31720,Scope 3,Freighting goods,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),100% Laden,tonne.km,kg CO2e of CH4 per unit,6e-05,
31721,Scope 3,Freighting goods,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),100% Laden,km,kg CO2e of CH4 per unit,0.00011,
31722,Scope 3,Freighting goods,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),100% Laden,miles,kg CO2e of CH4 per unit,0.00018,
31723,Scope 3,Freighting goods,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),100% Laden,tonne.km,kg CO2e of CH4 per unit,2e-05,
31724,Scope 3,Freighting goods,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),100% Laden,km,kg CO2e of CH4 per unit,0.00013,
31725,Scope 3,Freighting goods,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),100% Laden,miles,kg CO2e of CH4 per unit,0.00022,
31726,Scope 3,Freighting goods,HGV (all diesel),Rigid (>17 tonnes),100% Laden,tonne.km,kg CO2e of CH4 per unit,2e-05,
31727,Scope 3,Freighting goods,HGV (all diesel),Rigid (>17 tonnes),100% Laden,km,kg CO2e of CH4 per unit,0.00022,
31728,Scope 3,Freighting goods,HGV (all diesel),Rigid (>17 tonnes),100% Laden,miles,kg CO2e of CH4 per unit,0.00037,
31729,Scope 3,Freighting goods,HGV (all diesel),All rigids,100% Laden,tonne.km,kg CO2e of CH4 per unit,2e-05,
317210,Scope 3,Freighting goods,HGV (all diesel),All rigids,100% Laden,km,kg CO2e of CH4 per unit,0.00019,
317211,Scope 3,Freighting goods,HGV (all diesel),All rigids,100% Laden,miles,kg CO2e of CH4 per unit,0.0003,
317212,Scope 3,Freighting goods,HGV (all diesel),Articulated (>3.5 - 33t),100% Laden,tonne.km,kg CO2e of CH4 per unit,1e-05,
317213,Scope 3,Freighting goods,HGV (all diesel),Articulated (>3.5 - 33t),100% Laden,km,kg CO2e of CH4 per unit,0.00012,
317214,Scope 3,Freighting goods,HGV (all diesel),Articulated (>3.5 - 33t),100% Laden,miles,kg CO2e of CH4 per unit,0.00019,
317215,Scope 3,Freighting goods,HGV (all diesel),Articulated (>33t),100% Laden,tonne.km,kg CO2e of CH4 per unit,1e-05,
317216,Scope 3,Freighting goods,HGV (all diesel),Articulated (>33t),100% Laden,km,kg CO2e of CH4 per unit,0.00015,
317217,Scope 3,Freighting goods,HGV (all diesel),Articulated (>33t),100% Laden,miles,kg CO2e of CH4 per unit,0.00022,
317218,Scope 3,Freighting goods,HGV (all diesel),All artics,100% Laden,tonne.km,kg CO2e of CH4 per unit,1e-05,
317219,Scope 3,Freighting goods,HGV (all diesel),All artics,100% Laden,km,kg CO2e of CH4 per unit,0.00015,
317220,Scope 3,Freighting goods,HGV (all diesel),All artics,100% Laden,miles,kg CO2e of CH4 per unit,0.00022,
317221,Scope 3,Freighting goods,HGV (all diesel),All HGVs,100% Laden,tonne.km,kg CO2e of CH4 per unit,1e-05,
317222,Scope 3,Freighting goods,HGV (all diesel),All HGVs,100% Laden,km,kg CO2e of CH4 per unit,0.00016,
317223,Scope 3,Freighting goods,HGV (all diesel),All HGVs,100% Laden,miles,kg CO2e of CH4 per unit,0.00026,
31720,Scope 3,Freighting goods,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),100% Laden,tonne.km,kg CO2e of N2O per unit,0.00248,
31721,Scope 3,Freighting goods,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),100% Laden,km,kg CO2e of N2O per unit,0.00532,
31722,Scope 3,Freighting goods,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),100% Laden,miles,kg CO2e of N2O per unit,0.00855,
31723,Scope 3,Freighting goods,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),100% Laden,tonne.km,kg CO2e of N2O per unit,0.00128,
31724,Scope 3,Freighting goods,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),100% Laden,km,kg CO2e of N2O per unit,0.00648,
31725,Scope 3,Freighting goods,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),100% Laden,miles,kg CO2e of N2O per unit,0.01043,
31726,Scope 3,Freighting goods,HGV (all diesel),Rigid (>17 tonnes),100% Laden,tonne.km,kg CO2e of N2O per unit,0.00116,
31727,Scope 3,Freighting goods,HGV (all diesel),Rigid (>17 tonnes),100% Laden,km,kg CO2e of N2O per unit,0.01059,
31728,Scope 3,Freighting goods,HGV (all diesel),Rigid (>17 tonnes),100% Laden,miles,kg CO2e of N2O per unit,0.01704,
31729,Scope 3,Freighting goods,HGV (all diesel),All rigids,100% Laden,tonne.km,kg CO2e of N2O per unit,0.00124,
317210,Scope 3,Freighting goods,HGV (all diesel),All rigids,100% Laden,km,kg CO2e of N2O per unit,0.00888,
317211,Scope 3,Freighting goods,HGV (all diesel),All rigids,100% Laden,miles,kg CO2e of N2O per unit,0.01429,
317212,Scope 3,Freighting goods,HGV (all diesel),Articulated (>3.5 - 33t),100% Laden,tonne.km,kg CO2e of N2O per unit,0.00095,
317213,Scope 3,Freighting goods,HGV (all diesel),Articulated (>3.5 - 33t),100% Laden,km,kg CO2e of N2O per unit,0.01209,
317214,Scope 3,Freighting goods,HGV (all diesel),Articulated (>3.5 - 33t),100% Laden,miles,kg CO2e of N2O per unit,0.01944,
317215,Scope 3,Freighting goods,HGV (all diesel),Articulated (>33t),100% Laden,tonne.km,kg CO2e of N2O per unit,0.00079,
317216,Scope 3,Freighting goods,HGV (all diesel),Articulated (>33t),100% Laden,km,kg CO2e of N2O per unit,0.01438,
317217,Scope 3,Freighting goods,HGV (all diesel),Articulated (>33t),100% Laden,miles,kg CO2e of N2O per unit,0.02314,
317218,Scope 3,Freighting goods,HGV (all diesel),All artics,100% Laden,tonne.km,kg CO2e of N2O per unit,0.00079,
317219,Scope 3,Freighting goods,HGV (all diesel),All artics,100% Laden,km,kg CO2e of N2O per unit,0.01428,
317220,Scope 3,Freighting goods,HGV (all diesel),All artics,100% Laden,miles,kg CO2e of N2O per unit,0.02299,
317221,Scope 3,Freighting goods,HGV (all diesel),All HGVs,100% Laden,tonne.km,kg CO2e of N2O per unit,0.00089,
317222,Scope 3,Freighting goods,HGV (all diesel),All HGVs,100% Laden,km,kg CO2e of N2O per unit,0.01195,
317223,Scope 3,Freighting goods,HGV (all diesel),All HGVs,100% Laden,miles,kg CO2e of N2O per unit,0.01923,
31720,Scope 3,Freighting goods,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),Average laden,tonne.km,kg CO2e,0.52761,
31721,Scope 3,Freighting goods,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),Average laden,km,kg CO2e,0.49548,
31722,Scope 3,Freighting goods,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),Average laden,miles,kg CO2e,0.79738,
31723,Scope 3,Freighting goods,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),Average laden,tonne.km,kg CO2e,0.36362,
31724,Scope 3,Freighting goods,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),Average laden,km,kg CO2e,0.60501,
31725,Scope 3,Freighting goods,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),Average laden,miles,kg CO2e,0.97367,
31726,Scope 3,Freighting goods,HGV (all diesel),Rigid (>17 tonnes),Average laden,tonne.km,kg CO2e,0.17146,
31727,Scope 3,Freighting goods,HGV (all diesel),Rigid (>17 tonnes),Average laden,km,kg CO2e,0.99156,
31728,Scope 3,Freighting goods,HGV (all diesel),Rigid (>17 tonnes),Average laden,miles,kg CO2e,1.59575,
31729,Scope 3,Freighting goods,HGV (all diesel),All rigids,Average laden,tonne.km,kg CO2e,0.19748,
317210,Scope 3,Freighting goods,HGV (all diesel),All rigids,Average laden,km,kg CO2e,0.83751,
317211,Scope 3,Freighting goods,HGV (all diesel),All rigids,Average laden,miles,kg CO2e,1.34783,
317212,Scope 3,Freighting goods,HGV (all diesel),Articulated (>3.5 - 33t),Average laden,tonne.km,kg CO2e,0.12633,
317213,Scope 3,Freighting goods,HGV (all diesel),Articulated (>3.5 - 33t),Average laden,km,kg CO2e,0.78471,
317214,Scope 3,Freighting goods,HGV (all diesel),Articulated (>3.5 - 33t),Average laden,miles,kg CO2e,1.26285,
