index,Scope,Level 1,Activity,Type,Last level,UOM,GHG/Unit,GHG Conversion Factor
321111,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,Plug-in Hybrid Electric Vehicle,miles,kg CO2e of CO2 per unit,0.19997
321112,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Sports,Plug-in Hybrid Electric Vehicle,km,kg CO2e of CO2 per unit,0.14837
321113,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Sports,Plug-in Hybrid Electric Vehicle,miles,kg CO2e of CO2 per unit,0.23877
321114,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Dual purpose 4X4,Plug-in Hybrid Electric Vehicle,km,kg CO2e of CO2 per unit,0.11584
321115,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Dual purpose 4X4,Plug-in Hybrid Electric Vehicle,miles,kg CO2e of CO2 per unit,0.18642
321116,Scope 3,Managed assets- vehicles,Managed cars (by market segment),MPV,Plug-in Hybrid Electric Vehicle,km,kg CO2e of CO2 per unit,0.10116
321117,Scope 3,Managed assets- vehicles,Managed cars (by market segment),MPV,Plug-in Hybrid Electric Vehicle,miles,kg CO2e of CO2 per unit,0.16281
32110,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Mini,Plug-in Hybrid Electric Vehicle,km,kg CO2e of CH4 per unit,
32111,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Mini,Plug-in Hybrid Electric Vehicle,miles,kg CO2e of CH4 per unit,
32112,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Supermini,Plug-in Hybrid Electric Vehicle,km,kg CO2e of CH4 per unit,0.00022
32113,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Supermini,Plug-in Hybrid Electric Vehicle,miles,kg CO2e of CH4 per unit,0.00036
32114,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Lower medium,Plug-in Hybrid Electric Vehicle,km,kg CO2e of CH4 per unit,0.00034
32115,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Lower medium,Plug-in Hybrid Electric Vehicle,miles,kg CO2e of CH4 per unit,0.00054
32116,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Upper medium,Plug-in Hybrid Electric Vehicle,km,kg CO2e of CH4 per unit,0.00035
32117,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Upper medium,Plug-in Hybrid Electric Vehicle,miles,kg CO2e of CH4 per unit,0.00056
32118,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,Plug-in Hybrid Electric Vehicle,km,kg CO2e of CH4 per unit,0.00035
32119,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,Plug-in Hybrid Electric Vehicle,miles,kg CO2e of CH4 per unit,0.00055
321110,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,Plug-in Hybrid Electric Vehicle,km,kg CO2e of CH4 per unit,0.00045
321111,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,Plug-in Hybrid Electric Vehicle,miles,kg CO2e of CH4 per unit,0.00072
321112,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Sports,Plug-in Hybrid Electric Vehicle,km,kg CO2e of CH4 per unit,0.00036
321113,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Sports,Plug-in Hybrid Electric Vehicle,miles,kg CO2e of CH4 per unit,0.00057
321114,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Dual purpose 4X4,Plug-in Hybrid Electric Vehicle,km,kg CO2e of CH4 per unit,0.0004
321115,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Dual purpose 4X4,Plug-in Hybrid Electric Vehicle,miles,kg CO2e of CH4 per unit,0.00065
321116,Scope 3,Managed assets- vehicles,Managed cars (by market segment),MPV,Plug-in Hybrid Electric Vehicle,km,kg CO2e of CH4 per unit,0.00038
321117,Scope 3,Managed assets- vehicles,Managed cars (by market segment),MPV,Plug-in Hybrid Electric Vehicle,miles,kg CO2e of CH4 per unit,0.00062
32110,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Mini,Plug-in Hybrid Electric Vehicle,km,kg CO2e of N2O per unit,
32111,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Mini,Plug-in Hybrid Electric Vehicle,miles,kg CO2e of N2O per unit,
32112,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Supermini,Plug-in Hybrid Electric Vehicle,km,kg CO2e of N2O per unit,0.00025
32113,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Supermini,Plug-in Hybrid Electric Vehicle,miles,kg CO2e of N2O per unit,0.0004
32114,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Lower medium,Plug-in Hybrid Electric Vehicle,km,kg CO2e of N2O per unit,0.0003
32115,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Lower medium,Plug-in Hybrid Electric Vehicle,miles,kg CO2e of N2O per unit,0.00049
32116,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Upper medium,Plug-in Hybrid Electric Vehicle,km,kg CO2e of N2O per unit,0.00033
32117,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Upper medium,Plug-in Hybrid Electric Vehicle,miles,kg CO2e of N2O per unit,0.00053
32118,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,Plug-in Hybrid Electric Vehicle,km,kg CO2e of N2O per unit,0.00036
32119,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,Plug-in Hybrid Electric Vehicle,miles,kg CO2e of N2O per unit,0.00059
321110,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,Plug-in Hybrid Electric Vehicle,km,kg CO2e of N2O per unit,0.00039
321111,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,Plug-in Hybrid Electric Vehicle,miles,kg CO2e of N2O per unit,0.00063
321112,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Sports,Plug-in Hybrid Electric Vehicle,km,kg CO2e of N2O per unit,0.00031
321113,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Sports,Plug-in Hybrid Electric Vehicle,miles,kg CO2e of N2O per unit,0.0005
321114,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Dual purpose 4X4,Plug-in Hybrid Electric Vehicle,km,kg CO2e of N2O per unit,0.00038
321115,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Dual purpose 4X4,Plug-in Hybrid Electric Vehicle,miles,kg CO2e of N2O per unit,0.00062
321116,Scope 3,Managed assets- vehicles,Managed cars (by market segment),MPV,Plug-in Hybrid Electric Vehicle,km,kg CO2e of N2O per unit,0.00039
321117,Scope 3,Managed assets- vehicles,Managed cars (by market segment),MPV,Plug-in Hybrid Electric Vehicle,miles,kg CO2e of N2O per unit,0.00063
32110,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Mini,Battery Electric Vehicle,km,kg CO2e,0.03319
32111,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Mini,Battery Electric Vehicle,miles,kg CO2e,0.05343
32112,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Supermini,Battery Electric Vehicle,km,kg CO2e,0.03777
32113,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Supermini,Battery Electric Vehicle,miles,kg CO2e,0.06078
32114,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Lower medium,Battery Electric Vehicle,km,kg CO2e,0.03849
32115,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Lower medium,Battery Electric Vehicle,miles,kg CO2e,0.06192
32116,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Upper medium,Battery Electric Vehicle,km,kg CO2e,0.04178
32117,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Upper medium,Battery Electric Vehicle,miles,kg CO2e,0.06722
32118,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,Battery Electric Vehicle,km,kg CO2e,0.03702
32119,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,Battery Electric Vehicle,miles,kg CO2e,0.05957
321110,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,Battery Electric Vehicle,km,kg CO2e,0.04902
321111,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,Battery Electric Vehicle,miles,kg CO2e,0.07888
321112,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Sports,Battery Electric Vehicle,km,kg CO2e,0.0626
321113,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Sports,Battery Electric Vehicle,miles,kg CO2e,0.10075
321114,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Dual purpose 4X4,Battery Electric Vehicle,km,kg CO2e,0.04228
321115,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Dual purpose 4X4,Battery Electric Vehicle,miles,kg CO2e,0.06804
321116,Scope 3,Managed assets- vehicles,Managed cars (by market segment),MPV,Battery Electric Vehicle,km,kg CO2e,0.05202
321117,Scope 3,Managed assets- vehicles,Managed cars (by market segment),MPV,Battery Electric Vehicle,miles,kg CO2e,0.08373
32110,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Mini,Battery Electric Vehicle,km,kg CO2e of CO2 per unit,0.03276
32111,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Mini,Battery Electric Vehicle,miles,kg CO2e of CO2 per unit,0.05273
32112,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Supermini,Battery Electric Vehicle,km,kg CO2e of CO2 per unit,0.03731
32113,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Supermini,Battery Electric Vehicle,miles,kg CO2e of CO2 per unit,0.06004
32114,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Lower medium,Battery Electric Vehicle,km,kg CO2e of CO2 per unit,0.03796
32115,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Lower medium,Battery Electric Vehicle,miles,kg CO2e of CO2 per unit,0.06108
32116,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Upper medium,Battery Electric Vehicle,km,kg CO2e of CO2 per unit,0.04139
32117,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Upper medium,Battery Electric Vehicle,miles,kg CO2e of CO2 per unit,0.06661
32118,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,Battery Electric Vehicle,km,kg CO2e of CO2 per unit,0.03651
32119,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,Battery Electric Vehicle,miles,kg CO2e of CO2 per unit,0.05875
321110,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,Battery Electric Vehicle,km,kg CO2e of CO2 per unit,0.04843
321111,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,Battery Electric Vehicle,miles,kg CO2e of CO2 per unit,0.07793
321112,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Sports,Battery Electric Vehicle,km,kg CO2e of CO2 per unit,0.06186
321113,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Sports,Battery Electric Vehicle,miles,kg CO2e of CO2 per unit,0.09956
321114,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Dual purpose 4X4,Battery Electric Vehicle,km,kg CO2e of CO2 per unit,0.0416
321115,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Dual purpose 4X4,Battery Electric Vehicle,miles,kg CO2e of CO2 per unit,0.06695
321116,Scope 3,Managed assets- vehicles,Managed cars (by market segment),MPV,Battery Electric Vehicle,km,kg CO2e of CO2 per unit,0.05134
321117,Scope 3,Managed assets- vehicles,Managed cars (by market segment),MPV,Battery Electric Vehicle,miles,kg CO2e of CO2 per unit,0.08262
32110,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Mini,Battery Electric Vehicle,km,kg CO2e of CH4 per unit,0.00018
32111,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Mini,Battery Electric Vehicle,miles,kg CO2e of CH4 per unit,0.00029
32112,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Supermini,Battery Electric Vehicle,km,kg CO2e of CH4 per unit,0.00019
32113,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Supermini,Battery Electric Vehicle,miles,kg CO2e of CH4 per unit,0.00031
32114,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Lower medium,Battery Electric Vehicle,km,kg CO2e of CH4 per unit,0.00022
32115,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Lower medium,Battery Electric Vehicle,miles,kg CO2e of CH4 per unit,0.00036
32116,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Upper medium,Battery Electric Vehicle,km,kg CO2e of CH4 per unit,0.00017
32117,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Upper medium,Battery Electric Vehicle,miles,kg CO2e of CH4 per unit,0.00026
32118,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,Battery Electric Vehicle,km,kg CO2e of CH4 per unit,0.00021
32119,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,Battery Electric Vehicle,miles,kg CO2e of CH4 per unit,0.00035
321110,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,Battery Electric Vehicle,km,kg CO2e of CH4 per unit,0.00025
321111,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,Battery Electric Vehicle,miles,kg CO2e of CH4 per unit,0.0004
321112,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Sports,Battery Electric Vehicle,km,kg CO2e of CH4 per unit,0.00031
321113,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Sports,Battery Electric Vehicle,miles,kg CO2e of CH4 per unit,0.0005
321114,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Dual purpose 4X4,Battery Electric Vehicle,km,kg CO2e of CH4 per unit,0.00029
321115,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Dual purpose 4X4,Battery Electric Vehicle,miles,kg CO2e of CH4 per unit,0.00046
321116,Scope 3,Managed assets- vehicles,Managed cars (by market segment),MPV,Battery Electric Vehicle,km,kg CO2e of CH4 per unit,0.00029
321117,Scope 3,Managed assets- vehicles,Managed cars (by market segment),MPV,Battery Electric Vehicle,miles,kg CO2e of CH4 per unit,0.00047
32110,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Mini,Battery Electric Vehicle,km,kg CO2e of N2O per unit,0.00025
32111,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Mini,Battery Electric Vehicle,miles,kg CO2e of N2O per unit,0.00041
32112,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Supermini,Battery Electric Vehicle,km,kg CO2e of N2O per unit,0.00027
32113,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Supermini,Battery Electric Vehicle,miles,kg CO2e of N2O per unit,0.00043
32114,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Lower medium,Battery Electric Vehicle,km,kg CO2e of N2O per unit,0.0003
32115,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Lower medium,Battery Electric Vehicle,miles,kg CO2e of N2O per unit,0.00048
32116,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Upper medium,Battery Electric Vehicle,km,kg CO2e of N2O per unit,0.00022
32117,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Upper medium,Battery Electric Vehicle,miles,kg CO2e of N2O per unit,0.00036
32118,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,Battery Electric Vehicle,km,kg CO2e of N2O per unit,0.00029
32119,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Executive,Battery Electric Vehicle,miles,kg CO2e of N2O per unit,0.00047
321110,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,Battery Electric Vehicle,km,kg CO2e of N2O per unit,0.00035
321111,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Luxury,Battery Electric Vehicle,miles,kg CO2e of N2O per unit,0.00055
321112,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Sports,Battery Electric Vehicle,km,kg CO2e of N2O per unit,0.00043
321113,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Sports,Battery Electric Vehicle,miles,kg CO2e of N2O per unit,0.00068
321114,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Dual purpose 4X4,Battery Electric Vehicle,km,kg CO2e of N2O per unit,0.00039
321115,Scope 3,Managed assets- vehicles,Managed cars (by market segment),Dual purpose 4X4,Battery Electric Vehicle,miles,kg CO2e of N2O per unit,0.00063
321116,Scope 3,Managed assets- vehicles,Managed cars (by market segment),MPV,Battery Electric Vehicle,km,kg CO2e of N2O per unit,0.00039
321117,Scope 3,Managed assets- vehicles,Managed cars (by market segment),MPV,Battery Electric Vehicle,miles,kg CO2e of N2O per unit,0.00064
32120,Scope 3,Managed assets- vehicles,Managed cars (by size),Small car,Diesel,km,kg CO2e,0.1434
32121,Scope 3,Managed assets- vehicles,Managed cars (by size),Small car,Diesel,miles,kg CO2e,0.23078
32122,Scope 3,Managed assets- vehicles,Managed cars (by size),Medium car,Diesel,km,kg CO2e,0.17174
32123,Scope 3,Managed assets- vehicles,Managed cars (by size),Medium car,Diesel,miles,kg CO2e,0.27639
32124,Scope 3,Managed assets- vehicles,Managed cars (by size),Large car,Diesel,km,kg CO2e,0.21007
32125,Scope 3,Managed assets- vehicles,Managed cars (by size),Large car,Diesel,miles,kg CO2e,0.33808
32126,Scope 3,Managed assets- vehicles,Managed cars (by size),Average car,Diesel,km,kg CO2e,0.17304
32127,Scope 3,Managed assets- vehicles,Managed cars (by size),Average car,Diesel,miles,kg CO2e,0.27849
32120,Scope 3,Managed assets- vehicles,Managed cars (by size),Small car,Diesel,km,kg CO2e of CO2 per unit,0.14172
32121,Scope 3,Managed assets- vehicles,Managed cars (by size),Small car,Diesel,miles,kg CO2e of CO2 per unit,0.22807
32122,Scope 3,Managed assets- vehicles,Managed cars (by size),Medium car,Diesel,km,kg CO2e of CO2 per unit,0.17006
32123,Scope 3,Managed assets- vehicles,Managed cars (by size),Medium car,Diesel,miles,kg CO2e of CO2 per unit,0.27368
32124,Scope 3,Managed assets- vehicles,Managed cars (by size),Large car,Diesel,km,kg CO2e of CO2 per unit,0.20839
32125,Scope 3,Managed assets- vehicles,Managed cars (by size),Large car,Diesel,miles,kg CO2e of CO2 per unit,0.33537
32126,Scope 3,Managed assets- vehicles,Managed cars (by size),Average car,Diesel,km,kg CO2e of CO2 per unit,0.17136
32127,Scope 3,Managed assets- vehicles,Managed cars (by size),Average car,Diesel,miles,kg CO2e of CO2 per unit,0.27578
32120,Scope 3,Managed assets- vehicles,Managed cars (by size),Small car,Diesel,km,kg CO2e of CH4 per unit,4.6368e-06
32121,Scope 3,Managed assets- vehicles,Managed cars (by size),Small car,Diesel,miles,kg CO2e of CH4 per unit,1e-05
32122,Scope 3,Managed assets- vehicles,Managed cars (by size),Medium car,Diesel,km,kg CO2e of CH4 per unit,4.6368e-06
32123,Scope 3,Managed assets- vehicles,Managed cars (by size),Medium car,Diesel,miles,kg CO2e of CH4 per unit,1e-05
32124,Scope 3,Managed assets- vehicles,Managed cars (by size),Large car,Diesel,km,kg CO2e of CH4 per unit,4.6368e-06
32125,Scope 3,Managed assets- vehicles,Managed cars (by size),Large car,Diesel,miles,kg CO2e of CH4 per unit,1e-05
32126,Scope 3,Managed assets- vehicles,Managed cars (by size),Average car,Diesel,km,kg CO2e of CH4 per unit,4.6368e-06
32127,Scope 3,Managed assets- vehicles,Managed cars (by size),Average car,Diesel,miles,kg CO2e of CH4 per unit,1e-05
32120,Scope 3,Managed assets- vehicles,Managed cars (by size),Small car,Diesel,km,kg CO2e of N2O per unit,0.00167
32121,Scope 3,Managed assets- vehicles,Managed cars (by size),Small car,Diesel,miles,kg CO2e of N2O per unit,0.00269
32122,Scope 3,Managed assets- vehicles,Managed cars (by size),Medium car,Diesel,km,kg CO2e of N2O per unit,0.00167
32123,Scope 3,Managed assets- vehicles,Managed cars (by size),Medium car,Diesel,miles,kg CO2e of N2O per unit,0.00269
32124,Scope 3,Managed assets- vehicles,Managed cars (by size),Large car,Diesel,km,kg CO2e of N2O per unit,0.00167
32125,Scope 3,Managed assets- vehicles,Managed cars (by size),Large car,Diesel,miles,kg CO2e of N2O per unit,0.00269
32126,Scope 3,Managed assets- vehicles,Managed cars (by size),Average car,Diesel,km,kg CO2e of N2O per unit,0.00167
32127,Scope 3,Managed assets- vehicles,Managed cars (by size),Average car,Diesel,miles,kg CO2e of N2O per unit,0.00269
32120,Scope 3,Managed assets- vehicles,Managed cars (by size),Small car,Petrol,km,kg CO2e,0.14308
32121,Scope 3,Managed assets- vehicles,Managed cars (by size),Small car,Petrol,miles,kg CO2e,0.23027
32122,Scope 3,Managed assets- vehicles,Managed cars (by size),Medium car,Petrol,km,kg CO2e,0.17474
32123,Scope 3,Managed assets- vehicles,Managed cars (by size),Medium car,Petrol,miles,kg CO2e,0.28121
32124,Scope 3,Managed assets- vehicles,Managed cars (by size),Large car,Petrol,km,kg CO2e,0.26828
32125,Scope 3,Managed assets- vehicles,Managed cars (by size),Large car,Petrol,miles,kg CO2e,0.43175
32126,Scope 3,Managed assets- vehicles,Managed cars (by size),Average car,Petrol,km,kg CO2e,0.16272
32127,Scope 3,Managed assets- vehicles,Managed cars (by size),Average car,Petrol,miles,kg CO2e,0.26187
32120,Scope 3,Managed assets- vehicles,Managed cars (by size),Small car,Petrol,km,kg CO2e of CO2 per unit,0.1424
32121,Scope 3,Managed assets- vehicles,Managed cars (by size),Small car,Petrol,miles,kg CO2e of CO2 per unit,0.22918
32122,Scope 3,Managed assets- vehicles,Managed cars (by size),Medium car,Petrol,km,kg CO2e of CO2 per unit,0.17406
32123,Scope 3,Managed assets- vehicles,Managed cars (by size),Medium car,Petrol,miles,kg CO2e of CO2 per unit,0.28012
32124,Scope 3,Managed assets- vehicles,Managed cars (by size),Large car,Petrol,km,kg CO2e of CO2 per unit,0.2676
32125,Scope 3,Managed assets- vehicles,Managed cars (by size),Large car,Petrol,miles,kg CO2e of CO2 per unit,0.43066
32126,Scope 3,Managed assets- vehicles,Managed cars (by size),Average car,Petrol,km,kg CO2e of CO2 per unit,0.16204
32127,Scope 3,Managed assets- vehicles,Managed cars (by size),Average car,Petrol,miles,kg CO2e of CO2 per unit,0.26078
32120,Scope 3,Managed assets- vehicles,Managed cars (by size),Small car,Petrol,km,kg CO2e of CH4 per unit,0.00036
32121,Scope 3,Managed assets- vehicles,Managed cars (by size),Small car,Petrol,miles,kg CO2e of CH4 per unit,0.00057
32122,Scope 3,Managed assets- vehicles,Managed cars (by size),Medium car,Petrol,km,kg CO2e of CH4 per unit,0.00036
32123,Scope 3,Managed assets- vehicles,Managed cars (by size),Medium car,Petrol,miles,kg CO2e of CH4 per unit,0.00057
32124,Scope 3,Managed assets- vehicles,Managed cars (by size),Large car,Petrol,km,kg CO2e of CH4 per unit,0.00036
32125,Scope 3,Managed assets- vehicles,Managed cars (by size),Large car,Petrol,miles,kg CO2e of CH4 per unit,0.00057
32126,Scope 3,Managed assets- vehicles,Managed cars (by size),Average car,Petrol,km,kg CO2e of CH4 per unit,0.00036
32127,Scope 3,Managed assets- vehicles,Managed cars (by size),Average car,Petrol,miles,kg CO2e of CH4 per unit,0.00057
32120,Scope 3,Managed assets- vehicles,Managed cars (by size),Small car,Petrol,km,kg CO2e of N2O per unit,0.00032
32121,Scope 3,Managed assets- vehicles,Managed cars (by size),Small car,Petrol,miles,kg CO2e of N2O per unit,0.00052
32122,Scope 3,Managed assets- vehicles,Managed cars (by size),Medium car,Petrol,km,kg CO2e of N2O per unit,0.00032
32123,Scope 3,Managed assets- vehicles,Managed cars (by size),Medium car,Petrol,miles,kg CO2e of N2O per unit,0.00052
32124,Scope 3,Managed assets- vehicles,Managed cars (by size),Large car,Petrol,km,kg CO2e of N2O per unit,0.00032
32125,Scope 3,Managed assets- vehicles,Managed cars (by size),Large car,Petrol,miles,kg CO2e of N2O per unit,0.00052
32126,Scope 3,Managed assets- vehicles,Managed cars (by size),Average car,Petrol,km,kg CO2e of N2O per unit,0.00032
32127,Scope 3,Managed assets- vehicles,Managed cars (by size),Average car,Petrol,miles,kg CO2e of N2O per unit,0.00052
32120,Scope 3,Managed assets- vehicles,Managed cars (by size),Small car,Hybrid,km,kg CO2e,0.11413
32121,Scope 3,Managed assets- vehicles,Managed cars (by size),Small car,Hybrid,miles,kg CO2e,0.18368
32122,Scope 3,Managed assets- vehicles,Managed cars (by size),Medium car,Hybrid,km,kg CO2e,0.11724
32123,Scope 3,Managed assets- vehicles,Managed cars (by size),Medium car,Hybrid,miles,kg CO2e,0.18869
32124,Scope 3,Managed assets- vehicles,Managed cars (by size),Large car,Hybrid,km,kg CO2e,0.1565
32125,Scope 3,Managed assets- vehicles,Managed cars (by size),Large car,Hybrid,miles,kg CO2e,0.25184
32126,Scope 3,Managed assets- vehicles,Managed cars (by size),Average car,Hybrid,km,kg CO2e,0.12825
32127,Scope 3,Managed assets- vehicles,Managed cars (by size),Average car,Hybrid,miles,kg CO2e,0.20639
32120,Scope 3,Managed assets- vehicles,Managed cars (by size),Small car,Hybrid,km,kg CO2e of CO2 per unit,0.11312
32121,Scope 3,Managed assets- vehicles,Managed cars (by size),Small car,Hybrid,miles,kg CO2e of CO2 per unit,0.18205
32122,Scope 3,Managed assets- vehicles,Managed cars (by size),Medium car,Hybrid,km,kg CO2e of CO2 per unit,0.11603
32123,Scope 3,Managed assets- vehicles,Managed cars (by size),Medium car,Hybrid,miles,kg CO2e of CO2 per unit,0.18674
32124,Scope 3,Managed assets- vehicles,Managed cars (by size),Large car,Hybrid,km,kg CO2e of CO2 per unit,0.15507
32125,Scope 3,Managed assets- vehicles,Managed cars (by size),Large car,Hybrid,miles,kg CO2e of CO2 per unit,0.24956
32126,Scope 3,Managed assets- vehicles,Managed cars (by size),Average car,Hybrid,km,kg CO2e of CO2 per unit,0.12708
32127,Scope 3,Managed assets- vehicles,Managed cars (by size),Average car,Hybrid,miles,kg CO2e of CO2 per unit,0.20452
32120,Scope 3,Managed assets- vehicles,Managed cars (by size),Small car,Hybrid,km,kg CO2e of CH4 per unit,0.00024
32121,Scope 3,Managed assets- vehicles,Managed cars (by size),Small car,Hybrid,miles,kg CO2e of CH4 per unit,0.00038
32122,Scope 3,Managed assets- vehicles,Managed cars (by size),Medium car,Hybrid,km,kg CO2e of CH4 per unit,0.00017
32123,Scope 3,Managed assets- vehicles,Managed cars (by size),Medium car,Hybrid,miles,kg CO2e of CH4 per unit,0.00027
32124,Scope 3,Managed assets- vehicles,Managed cars (by size),Large car,Hybrid,km,kg CO2e of CH4 per unit,0.0001
32125,Scope 3,Managed assets- vehicles,Managed cars (by size),Large car,Hybrid,miles,kg CO2e of CH4 per unit,0.00016
32126,Scope 3,Managed assets- vehicles,Managed cars (by size),Average car,Hybrid,km,kg CO2e of CH4 per unit,0.00019
32127,Scope 3,Managed assets- vehicles,Managed cars (by size),Average car,Hybrid,miles,kg CO2e of CH4 per unit,0.0003
32120,Scope 3,Managed assets- vehicles,Managed cars (by size),Small car,Hybrid,km,kg CO2e of N2O per unit,0.00077
32121,Scope 3,Managed assets- vehicles,Managed cars (by size),Small car,Hybrid,miles,kg CO2e of N2O per unit,0.00124
32122,Scope 3,Managed assets- vehicles,Managed cars (by size),Medium car,Hybrid,km,kg CO2e of N2O per unit,0.00104
32123,Scope 3,Managed assets- vehicles,Managed cars (by size),Medium car,Hybrid,miles,kg CO2e of N2O per unit,0.00168
32124,Scope 3,Managed assets- vehicles,Managed cars (by size),Large car,Hybrid,km,kg CO2e of N2O per unit,0.00133
32125,Scope 3,Managed assets- vehicles,Managed cars (by size),Large car,Hybrid,miles,kg CO2e of N2O per unit,0.00213
32126,Scope 3,Managed assets- vehicles,Managed cars (by size),Average car,Hybrid,km,kg CO2e of N2O per unit,0.00098
32127,Scope 3,Managed assets- vehicles,Managed cars (by size),Average car,Hybrid,miles,kg CO2e of N2O per unit,0.00157
