index,Scope,Level 1,Activity,Emission,Last level,UOM,GHG/Unit,GHG Conversion Factor
13514,Scope 1,Refrigerant & other,"* There is no specific figure available, however it is known that the GWP factor is less than 1 kg CO2e",R1234ze*,Emissions including only Kyoto products,kg,kg CO2e,
1350,Scope 1,Refrigerant & other,Other products,Trifluoromethyl sulphur pentafluoride,Emissions including only non-Kyoto products,kg,kg CO2e,17400.0
1351,Scope 1,Refrigerant & other,Other products,PFPMIE,Emissions including only non-Kyoto products,kg,kg CO2e,9710.0
1352,Scope 1,Refrigerant & other,Other products,Dimethylether,Emissions including only non-Kyoto products,kg,kg CO2e,1.0
1353,Scope 1,Refrigerant & other,Other products,Methylene chloride,Emissions including only non-Kyoto products,kg,kg CO2e,9.0
1354,Scope 1,Refrigerant & other,Other products,Methyl chloride,Emissions including only non-Kyoto products,kg,kg CO2e,12.0
1355,Scope 1,Refrigerant & other,Other products,R290 = propane,Emissions including only non-Kyoto products,kg,kg CO2e,0.06
1356,Scope 1,Refrigerant & other,Other products,R600A = isobutane,Emissions including only non-Kyoto products,kg,kg CO2e,3.0
1357,Scope 1,Refrigerant & other,Other products,R600 = butane,Emissions including only non-Kyoto products,kg,kg CO2e,0.006
1358,Scope 1,Refrigerant & other,Other products,R601 = n-pentane,Emissions including only non-Kyoto products,kg,kg CO2e,5.0
1359,Scope 1,Refrigerant & other,Other products,R601A = isopentane,Emissions including only non-Kyoto products,kg,kg CO2e,5.0
13510,Scope 1,Refrigerant & other,Other products,R170 = ethane,Emissions including only non-Kyoto products,kg,kg CO2e,0.437
13511,Scope 1,Refrigerant & other,Other products,R1270 = propylene,Emissions including only non-Kyoto products,kg,kg CO2e,2.0
13512,Scope 1,Refrigerant & other,Other products,R1234yf*,Emissions including only non-Kyoto products,kg,kg CO2e,1.0
13513,Scope 1,Refrigerant & other,Other products,R1234ze*,Emissions including only non-Kyoto products,kg,kg CO2e,1.0
13514,Scope 1,Refrigerant & other,"* There is no specific figure available, however it is known that the GWP factor is less than 1 kg CO2e",R1234ze*,Emissions including only non-Kyoto products,kg,kg CO2e,
1350,Scope 1,Refrigerant & other,Other products,Trifluoromethyl sulphur pentafluoride,Total emissions including non-Kyoto products,kg,kg CO2e,17400.0
1351,Scope 1,Refrigerant & other,Other products,PFPMIE,Total emissions including non-Kyoto products,kg,kg CO2e,9710.0
1352,Scope 1,Refrigerant & other,Other products,Dimethylether,Total emissions including non-Kyoto products,kg,kg CO2e,1.0
1353,Scope 1,Refrigerant & other,Other products,Methylene chloride,Total emissions including non-Kyoto products,kg,kg CO2e,9.0
1354,Scope 1,Refrigerant & other,Other products,Methyl chloride,Total emissions including non-Kyoto products,kg,kg CO2e,12.0
1355,Scope 1,Refrigerant & other,Other products,R290 = propane,Total emissions including non-Kyoto products,kg,kg CO2e,0.06
1356,Scope 1,Refrigerant & other,Other products,R600A = isobutane,Total emissions including non-Kyoto products,kg,kg CO2e,3.0
1357,Scope 1,Refrigerant & other,Other products,R600 = butane,Total emissions including non-Kyoto products,kg,kg CO2e,0.006
1358,Scope 1,Refrigerant & other,Other products,R601 = n-pentane,Total emissions including non-Kyoto products,kg,kg CO2e,5.0
1359,Scope 1,Refrigerant & other,Other products,R601A = isopentane,Total emissions including non-Kyoto products,kg,kg CO2e,5.0
13510,Scope 1,Refrigerant & other,Other products,R170 = ethane,Total emissions including non-Kyoto products,kg,kg CO2e,0.437
13511,Scope 1,Refrigerant & other,Other products,R1270 = propylene,Total emissions including non-Kyoto products,kg,kg CO2e,2.0
13512,Scope 1,Refrigerant & other,Other products,R1234yf*,Total emissions including non-Kyoto products,kg,kg CO2e,1.0
13513,Scope 1,Refrigerant & other,Other products,R1234ze*,Total emissions including non-Kyoto products,kg,kg CO2e,1.0
13514,Scope 1,Refrigerant & other,"* There is no specific figure available, however it is known that the GWP factor is less than 1 kg CO2e",R1234ze*,Total emissions including non-Kyoto products,kg,kg CO2e,
